Stats downloaded from DuzzaTip Script

player,team,opponent,year,round,kicks,handballs,marks,tackles,hitouts,ruckContests,freesFor,freesAgainst,goals,behinds,cbas,kickins,kickinsPlayon,tog,fantasyPoints,superCoachPoints,namedPosition
St Kilda Player 4,St Kilda,Sydney,2025,5,12,9,6,4,0,0,2,1,0,1,7,0,1,88,89,79,Forward
St Kilda Player 5,St Kilda,Sydney,2025,5,5,16,4,5,0,0,0,2,2,0,1,0,1,84,91,94,Defender
Sydney Player 1,Sydney,West Coast,2025,5,12,3,4,5,4,24,0,2,1,0,1,2,1,76,84,75,Ruck
Sydney Player 2,Sydney,West Coast,2025,5,7,8,8,4,0,0,2,2,1,2,2,1,1,88,85,80,Midfielder
Sydney Player 3,Sydney,West Coast,2025,5,23,15,6,7,0,0,1,1,1,1,5,0,0,91,152,164,Forward
Sydney Player 4,Sydney,West Coast,2025,5,7,16,8,5,0,0,2,1,1,1,1,2,0,76,104,104,Defender
Sydney Player 5,Sydney,West Coast,2025,5,19,12,6,7,0,0,0,0,1,1,4,2,0,80,134,123,Ruck
West Coast Player 1,West Coast,Western Bulldogs,2025,5,16,10,6,4,9,19,0,2,0,2,7,0,0,80,113,103,Defender
West Coast Player 2,West Coast,Western Bulldogs,2025,5,6,17,2,7,0,0,1,2,0,0,3,1,0,75,86,73,Forward
West Coast Player 3,West Coast,Western Bulldogs,2025,5,21,16,1,7,0,0,1,2,0,1,7,2,1,77,127,122,Midfielder
West Coast Player 4,West Coast,Western Bulldogs,2025,5,6,3,3,1,0,0,2,0,2,2,9,0,0,83,51,65,Forward
West Coast Player 5,West Coast,Western Bulldogs,2025,5,13,11,8,6,0,0,0,0,1,0,5,0,0,79,115,110,Defender
Western Bulldogs Player 1,Western Bulldogs,Adelaide,2025,5,8,16,8,8,2,25,1,1,1,2,9,1,0,79,122,119,Forward
Western Bulldogs Player 2,Western Bulldogs,Adelaide,2025,5,22,14,10,4,0,0,0,1,1,2,5,1,1,86,148,148,Forward
Western Bulldogs Player 3,Western Bulldogs,Adelaide,2025,5,19,8,5,2,0,0,0,2,0,0,0,1,0,82,96,92,Defender
Western Bulldogs Player 4,Western Bulldogs,Adelaide,2025,5,14,13,5,7,0,0,0,2,1,2,0,1,1,79,119,115,Midfielder
Western Bulldogs Player 5,Western Bulldogs,Adelaide,2025,5,8,13,1,7,0,0,0,0,0,1,6,0,0,93,82,93,Forward
